chr12	55772841	55803456	540078.000000
chr12	55803456	55803494	540079.000000
chr12	55803494	55813285	540078.000000
chr12	55813285	55813286	540080.000000
chr12	55813286	55813305	540082.000000
chr12	55813305	55813306	540080.000000
chr12	55813306	55822176	540078.000000
chr12	55822176	55822195	540082.000000
chr12	55822195	55828458	540078.000000
chr12	55828458	55828496	540079.000000
chr12	55828496	55840008	540078.000000
chr12	55840008	55840046	540079.000000
chr12	55840046	55840668	540078.000000
chr12	55840668	55840690	540080.000000
chr12	55840690	55855140	540078.000000
chr12	55855140	55855178	540079.000000
chr12	55855178	55855571	540078.000000
chr12	55855571	55855609	540079.000000
chr12	55855609	55856010	540078.000000
chr12	55856010	55856048	540079.000000
chr12	55856048	55856133	540078.000000
chr12	55856133	55856171	540079.000000
chr12	55856171	55872461	540078.000000
chr12	55872461	55872499	540079.000000
chr12	55872499	55881780	540078.000000
chr12	55881780	55881788	540079.000000
chr12	55881788	55881818	540080.000000
chr12	55881818	55881826	540079.000000
chr12	55881826	55883660	540078.000000
chr12	55883660	55883698	540079.000000
chr12	55883698	55901397	540078.000000
chr12	55901397	55901435	540079.000000
chr12	55901435	55902517	540078.000000
chr12	55902517	55902555	540079.000000
chr12	55902555	55903036	540078.000000
chr12	55903036	55903074	540079.000000
chr12	55903074	55912011	540078.000000
chr12	55912011	55912049	540079.000000
chr12	55912049	55926366	540078.000000
chr12	55926366	55926404	540079.000000
chr12	55926404	55929741	540078.000000
chr12	55929741	55929748	540080.000000
chr12	55929748	55929779	540081.000000
chr12	55929779	55929786	540079.000000
chr12	55929786	55932947	540078.000000
chr12	55932947	55932985	540079.000000
chr12	55932985	55935874	540078.000000
chr12	55935874	55935912	540079.000000
chr12	55935912	55937945	540078.000000
chr12	55937945	55937983	540079.000000
chr12	55937983	55938185	540078.000000
chr12	55938185	55938223	540079.000000
chr12	55938223	55942923	540078.000000
chr12	55942923	55942943	540080.000000
chr12	55942943	55956910	540078.000000
chr12	55956910	55956948	540079.000000
chr12	55956948	55978685	540078.000000
chr12	55978685	55978704	540080.000000
chr12	55978704	55979605	540078.000000
chr12	55979605	55979624	540080.000000
chr12	55979624	55981412	540078.000000
chr12	55981412	55981450	540079.000000
chr12	55981450	55981790	540078.000000
chr12	55981790	55981828	540079.000000
chr12	55981828	55983141	540078.000000
chr12	55983141	55983179	540079.000000
chr12	55983179	55985288	540078.000000
chr12	55985288	55985326	540079.000000
chr12	55985326	55985857	540078.000000
chr12	55985857	55985878	540079.000000
chr12	55985878	55985895	540080.000000
chr12	55985895	55985916	540079.000000
chr12	55985916	55986642	540078.000000
chr12	55986642	55986680	540079.000000
chr12	55986680	55996160	540078.000000
chr12	55996160	55996198	540079.000000
chr12	55996198	55997349	540078.000000
chr12	55997349	55997350	540079.000000
chr12	55997350	55997351	540080.000000
chr12	55997351	55997387	540081.000000
chr12	55997387	55997388	540080.000000
chr12	55997388	55997389	540079.000000
chr12	55997389	56029071	540078.000000
chr12	56029071	56029109	540079.000000
chr12	56029109	56044955	540078.000000
chr12	56044955	56044956	539931.000000
chr12	56044956	56044957	539433.000000
chr12	56044957	56044958	538099.000000
chr12	56044958	56044959	536154.000000
chr12	56044959	56044960	534275.000000
chr12	56044960	56044961	532716.000000
chr12	56044961	56044962	530561.000000
chr12	56044962	56044963	528812.000000
chr12	56044963	56044964	526836.000000
chr12	56044964	56044965	526826.000000
chr12	56044965	56044966	526813.000000
chr12	56044966	56044967	526804.000000
chr12	56044967	56044968	525648.000000
chr12	56044968	56044969	525422.000000
